# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 13:06:31 2020
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_wise1,st_wise2,st_wise3,st_wise4,st_bmvj,st_jmh2,st_hmk2,st_jmk2
2289,EPIC 220187552,2MASS J01195410-0029005,EPIC 220187552.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h19m54.11s,19.975456,-00d29m00.6s,-0.483490,17.09331900,2457399.314820,2.806700,0.0945000,,,46.700000,0.38000,17.700,,,,,,,,,,0.43,,12.836,15.085,13.575,,14.442,13.015,12.148,,10.708,10.068,9.886,9.764,9.736,9.661,8.751,1.510,0.640,0.182,0.822
2290,EPIC 220187552,2MASS J01195410-0029005,EPIC 220187552.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,01h19m54.11s,19.975456,-00d29m00.6s,-0.483490,17.09349100,2457399.314660,,0.0942000,1.2000,,,0.45140,32.500,2.900,,,,,,,,,0.66,,12.836,15.085,13.575,,14.442,13.015,12.148,,10.708,10.068,9.886,9.764,9.736,9.661,8.751,1.510,0.640,0.182,0.822
2291,EPIC 220192485,2MASS J01163136-0017241,EPIC 220192485.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h16m31.37s,19.130703,-00d17m24.2s,-0.290045,50.69369000,2457409.223370,1.104100,0.1847000,,,75.800000,0.10390,8.850,,,,,,,,,,0.78,,11.758,13.386,11.950,,12.389,11.718,11.487,,10.463,10.084,9.947,9.895,9.937,9.886,8.191,1.436,0.379,0.137,0.516
2292,EPIC 220192485,2MASS J01163136-0017241,EPIC 220192485.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,01h16m31.37s,19.130703,-00d17m24.2s,-0.290045,50.69364400,2457409.223300,,,,89.481,75.576315,0.10039,8.683,0.770,,,,,5220.00,4.54,-0.100,[Fe/H],0.79,,11.758,13.386,11.950,,12.389,11.718,11.487,,10.463,10.084,9.947,9.895,9.937,9.886,8.191,1.436,0.379,0.137,0.516
2293,EPIC 220194974,2MASS J00580427-0011353,EPIC 220194974.01,K2-148 d,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,4.38393000,2457394.447300,0.032400,0.0740000,,,16.400000,0.01730,0.701,,,,,,,,,,0.37,,12.975,14.867,13.507,,14.343,12.955,12.389,,11.082,10.457,10.292,10.214,10.257,10.163,8.435,1.360,0.625,0.165,0.790
2294,EPIC 220194974,2MASS J00580427-0011353,EPIC 220194974.03,K2-148 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,9.75833000,2457396.098800,0.050400,0.0750000,,,35.900000,0.02170,0.880,,,,,,,,,,0.37,,12.975,14.867,13.507,,14.343,12.955,12.389,,11.082,10.457,10.292,10.214,10.257,10.163,8.435,1.360,0.625,0.165,0.790
2295,EPIC 220194974,2MASS J00580427-0011353,EPIC 220194974.02,K2-148 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,Candidate identifier changed to match previous publication.,8,1,00h58m04.28s,14.517821,-00d11m35.4s,-0.193155,6.92251000,2457394.652200,0.053700,0.0846000,,,23.200000,0.02220,0.900,,,,,,,,,,0.37,,12.975,14.867,13.507,,14.343,12.955,12.389,,11.082,10.457,10.292,10.214,10.257,10.163,8.435,1.360,0.625,0.165,0.790
2296,EPIC 220198551,2MASS J01183042-0003234,EPIC 220198551.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h18m30.43s,19.626785,-00d03m23.4s,-0.056498,0.79884530,2457392.640660,0.135700,0.0457000,,,2.410000,0.07900,6.200,,,,,,,,,,0.73,,12.869,14.186,13.127,,13.716,12.825,12.506,,11.315,10.800,10.723,10.633,10.670,10.567,8.661,1.059,0.515,0.077,0.592
2297,EPIC 220201207,2MASS J01143478+0002193,EPIC 220201207.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h14m34.79s,18.644957,+00d02m19.5s,0.038747,0.43784430,2457392.449800,0.553000,0.0927000,,,1.563000,0.29300,41.000,,,,,,,,,,1.30,,12.350,13.226,12.520,,12.849,12.331,12.136,,11.233,10.918,10.822,10.764,10.800,10.884,8.629,0.706,0.315,0.096,0.411
2298,EPIC 220204960,2MASS J00483264+0010183,EPIC 220204960.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,00h48m32.65s,12.136040,+00d10m18.6s,0.171821,13.26931000,2457401.862800,0.364800,0.1547000,,,15.850000,0.19400,23.800,,,,,,,,,,1.13,,12.665,13.311,12.760,,12.967,12.634,12.536,,11.749,11.536,11.443,11.279,11.301,11.400,8.594,0.551,0.213,0.093,0.306
2299,EPIC 220207765,2MASS J01240186+0016279,EPIC 220207765.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h24m01.87s,21.007797,+00d16m28.0s,0.274438,7.12113000,2457396.419600,0.048200,0.0810000,,,25.300000,0.02140,1.990,,,,,,,,,,0.85,,12.170,13.322,12.435,,12.846,12.118,11.880,,10.912,10.489,10.388,10.342,10.399,10.329,8.941,0.887,0.423,0.101,0.524
2300,EPIC 220207765,2MASS J01240186+0016279,EPIC 220207765.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,01h24m01.87s,21.007797,+00d16m28.0s,0.274438,7.11985600,2457396.426330,,,,89.052,27.668730,0.02022,1.880,0.170,,5.270000e-03,,,5318.00,4.68,0.260,[Fe/H],0.85,,12.170,13.322,12.435,,12.846,12.118,11.880,,10.912,10.489,10.388,10.342,10.399,10.329,8.941,0.887,0.423,0.101,0.524
2301,EPIC 220209578,2MASS J01175088+0020311,EPIC 220209578.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h17m50.88s,19.462019,+00d20m31.2s,0.341995,8.90467200,2457394.765620,1.232000,0.1286000,,,14.770000,0.23600,26.100,,,,,,,,,,1.01,,14.376,,,,,,,,13.221,12.904,12.850,12.789,12.797,12.408,8.609,,0.317,0.054,0.371
2302,EPIC 220209578,2MASS J01175088+0020311,EPIC 220209578.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,0,01h17m50.88s,19.462019,+00d20m31.2s,0.341995,8.90451900,2457394.766650,,0.1229000,1.2400,,,0.38050,36.900,3.290,,,,,,,,,0.89,,14.376,,,,,,,,13.221,12.904,12.850,12.789,12.797,12.408,8.609,,0.317,0.054,0.371
2303,EPIC 220211923,2MASS J01005219+0025334,EPIC 220211923.01,K2-205 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,26.67226300,2457413.419140,,,,89.097,31.035514,0.01698,1.996,0.180,,1.000000e-04,,,5890.00,4.25,-0.260,[Fe/H],1.08,,12.250,12.994,12.391,,12.627,12.219,12.089,,11.235,10.933,10.879,10.862,10.908,10.821,8.540,0.603,0.302,0.054,0.356
2304,EPIC 220211923,2MASS J01005219+0025334,EPIC 220211923.01,K2-205 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,26.68200000,2457413.402500,0.029100,0.2520000,,,29.500000,0.01692,2.209,,,,,,,,,,1.20,,12.250,12.994,12.391,,12.627,12.219,12.089,,11.235,10.933,10.879,10.862,10.908,10.821,8.540,0.603,0.302,0.054,0.356
2305,EPIC 220216730,2MASS J00450151+0035357,EPIC 220216730.01,K2-206 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,00h45m01.52s,11.256313,+00d35m35.7s,0.593257,18.29454900,2457396.576610,,,,89.112,28.284030,0.03381,2.795,0.250,,1.000000e-04,,,5043.00,4.46,-0.140,[Fe/H],0.76,,12.826,13.957,13.100,,13.500,12.783,12.537,,11.439,10.991,10.918,10.845,10.899,11.021,8.674,0.857,0.448,0.073,0.521
2306,EPIC 220218012,2MASS J00464793+0038268,EPIC 220218012.01,K2-207 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,12.49040000,2457403.642900,0.090400,0.1790000,,,10.800000,0.03540,3.590,,,,,,,,,,0.93,,12.971,13.906,13.166,,13.486,12.951,12.750,,11.780,11.456,11.383,11.338,11.397,11.214,8.384,0.740,0.324,0.073,0.397
2307,EPIC 220218012,2MASS J00464793+0038268,EPIC 220218012.01,K2-207 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,12.48749000,2457403.644590,,,,88.620,21.180496,0.02574,2.606,0.230,,1.860000e-04,,,5522.00,4.41,0.110,[Fe/H],0.93,,12.971,13.906,13.166,,13.486,12.951,12.750,,11.780,11.456,11.383,11.338,11.397,11.214,8.384,0.740,0.324,0.073,0.397
2308,EPIC 220221272,2MASS J01215987+0045044,EPIC 220221272.04,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h21m59.85s,20.499380,+00d45m04.4s,0.751209,9.71601000,2457398.960400,0.175000,0.0830000,,,34.500000,0.04060,1.140,,,,,,,,,,0.26,,14.256,,,,,,,,12.118,11.545,11.294,,,,,,0.573,0.251,0.824
2309,EPIC 220221272,2MASS J01215987+0045044,EPIC 220221272.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h21m59.85s,20.499380,+00d45m04.4s,0.751209,4.19525000,2457394.411000,0.146000,0.0530000,,,21.900000,0.03730,1.050,,,,,,,,,,0.26,,14.256,,,,,,,,12.118,11.545,11.294,,,,,,0.573,0.251,0.824
2310,EPIC 220221272,2MASS J01215987+0045044,EPIC 220221272.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h21m59.85s,20.499380,+00d45m04.4s,0.751209,13.62757000,2457392.598700,0.437000,0.0900000,,,45.900000,0.06360,1.780,,,,,,,,,,0.26,,14.256,,,,,,,,12.118,11.545,11.294,,,,,,0.573,0.251,0.824
2311,EPIC 220221272,2MASS J01215987+0045044,EPIC 220221272.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,8,0,01h21m59.85s,20.499380,+00d45m04.4s,0.751209,13.62740000,2457406.227100,,,0.2300,,50.700000,0.05750,,,,,,,3860.00,,,,0.26,,14.256,,,,,,,,12.118,11.545,11.294,,,,,,0.573,0.251,0.824
2312,EPIC 220221272,2MASS J01215987+0045044,EPIC 220221272.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h21m59.85s,20.499380,+00d45m04.4s,0.751209,6.67910000,2457392.429000,0.169000,0.0630000,,,30.400000,0.03930,1.100,,,,,,,,,,0.26,,14.256,,,,,,,,12.118,11.545,11.294,,,,,,0.573,0.251,0.824
2313,EPIC 220225178,2MASS J01230698+0053210,EPIC 220225178.01,K2-208 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,4.19094800,2457396.511640,,,,88.043,14.156898,0.01785,1.679,0.150,,1.000000e-04,,,5582.00,4.62,-0.110,[Fe/H],0.86,,12.302,13.241,12.503,,12.838,12.249,12.072,,11.164,10.824,10.746,10.697,10.739,10.645,8.617,0.738,0.340,0.078,0.418
2314,EPIC 220225178,2MASS J01230698+0053210,EPIC 220225178.01,K2-208 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,4.19121000,2457392.318400,0.036500,0.0910000,,,12.800000,0.01800,1.750,,,,,,,,,,0.89,,12.302,13.241,12.503,,12.838,12.249,12.072,,11.164,10.824,10.746,10.697,10.739,10.645,8.617,0.738,0.340,0.078,0.418
2315,EPIC 220228500,2MASS J01142120+0100169,EPIC 220228500.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h14m21.19s,18.588303,+01d00m16.9s,1.004694,2.50485300,2457392.959730,0.180600,0.0933000,,,8.040000,0.04010,3.950,,,,,,,,,,0.91,,13.422,14.479,13.654,,14.061,13.422,13.148,,12.218,11.763,11.697,11.666,11.681,11.756,8.652,0.825,0.455,0.066,0.521
2316,EPIC 220241529,2MASS J00584575+0123014,EPIC 220241529.01,K2-209 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,00h58m45.76s,14.690681,+01d23m01.7s,1.383812,2.08061500,2457394.233100,,,,86.231,8.501853,0.01118,0.869,0.080,,1.000000e-04,,,4720.00,4.46,-0.060,[Fe/H],0.71,,10.717,12.050,11.205,,11.574,10.611,10.350,,9.263,8.774,8.613,8.555,8.612,8.553,8.172,0.845,0.489,0.161,0.650
2317,EPIC 220245303,2MASS J00431252+0128148,EPIC 220245303.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,00h43m12.53s,10.802200,+01d28m15.1s,1.470872,3.68047000,2457392.793300,0.019100,0.0880000,,,11.400000,0.01310,1.110,,,,,,,,,,0.78,,11.821,13.060,12.060,,12.585,11.760,11.494,,10.478,10.028,9.962,9.841,9.898,9.881,8.468,1.000,0.450,0.066,0.516
2318,EPIC 220245303,2MASS J00431252+0128148,EPIC 220245303.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,8,0,00h43m12.53s,10.802200,+01d28m15.1s,1.470872,3.68034000,2457396.477070,,,,87.885,12.883622,0.01256,1.062,0.090,,1.220000e-03,,,5121.00,4.69,-0.030,[Fe/H],0.77,,11.821,13.060,12.060,,12.585,11.760,11.494,,10.478,10.028,9.962,9.841,9.898,9.881,8.468,1.000,0.450,0.066,0.516
2319,EPIC 220250254,2MASS J01103382+0134416,EPIC 220250254.01,K2-210 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,1,01h10m33.82s,17.640936,+01d34m41.8s,1.578266,0.57023300,2457393.958030,,,,84.105,4.320710,0.00881,0.819,0.070,,2.310000e-04,,,5396.00,4.55,0.050,[Fe/H],0.85,,11.507,12.882,11.535,,12.135,11.383,11.238,,10.354,9.995,9.915,9.877,9.929,9.998,8.599,1.347,0.359,0.080,0.439
2320,EPIC 220256496,2MASS J01242543+0142176,EPIC 220256496.01,K2-211 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,8,0,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,0.66955800,2457393.813640,,,,81.569,3.414080,0.01545,1.375,0.120,,2.160000e-04,,,5221.00,4.60,0.110,[Fe/H],0.82,,12.872,14.028,13.075,,13.584,12.786,12.566,,11.624,11.205,11.104,11.074,11.128,10.933,9.086,0.953,0.419,0.101,0.520
2321,EPIC 220256496,2MASS J01242543+0142176,EPIC 220256496.01,K2-211 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,8,1,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,0.66957300,2457392.474200,0.027800,0.0552000,,,3.500000,0.01570,1.440,,,,,,,,,,0.84,,12.872,14.028,13.075,,13.584,12.786,12.566,,11.624,11.205,11.104,11.074,11.128,10.933,9.086,0.953,0.419,0.101,0.520
2322,EPIC 220256496,2MASS J01242543+0142176,EPIC 220256496.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,2.60170000,2457392.714700,0.028500,0.0700000,,,10.300000,0.01610,1.470,,,,,,,,,,0.84,,12.872,14.028,13.075,,13.584,12.786,12.566,,11.624,11.205,11.104,11.074,11.128,10.933,9.086,0.953,0.419,0.101,0.520
2323,EPIC 220258394,2MASS J00425821+0144337,EPIC 220258394.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,8,1,00h42m58.22s,10.742570,+01d44m33.7s,1.742699,15.96012800,2457401.748370,,0.2037000,0.7000,,,0.20490,19.500,1.740,,,,,,,,,0.87,,13.721,14.793,13.891,,14.360,13.654,13.447,,12.503,12.118,12.017,11.984,12.038,11.423,8.375,0.902,0.385,0.101,0.486
2324,EPIC 220260084,2MASS J01203195+0146450,EPIC 220260084.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h20m31.96s,20.133167,+01d46m45.1s,1.779189,16.96160000,2457408.990100,0.041300,0.2260000,,,21.500000,0.01940,2.700,,,,,,,,,,1.28,,13.207,13.900,13.139,,13.548,12.965,13.060,,12.103,11.782,11.711,11.692,11.734,11.714,8.863,0.761,0.321,0.071,0.392
2325,EPIC 220263105,2MASS J01062001+0150512,EPIC 220263105.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h06m20.01s,16.583389,+01d50m51.3s,1.847574,0.71757470,2457392.400760,2.514000,0.0635000,,,3.100000,0.31500,28.100,,,,,,,,,,0.82,,13.631,15.044,13.947,,14.583,13.542,13.223,,12.053,11.502,11.363,11.227,11.267,11.220,8.902,1.097,0.551,0.139,0.690
2326,EPIC 220267210,2MASS J00521412+0156202,EPIC 220267210.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,00h52m14.12s,13.058842,+01d56m20.2s,1.938937,5.16450000,2457393.422100,0.086700,0.0880000,,,16.900000,0.02820,0.784,,,,,,,,,,0.26,,15.206,17.476,15.901,,16.871,15.324,14.493,,12.875,12.274,12.035,11.928,11.860,11.820,8.622,1.575,0.601,0.239,0.840
2327,EPIC 220275625,2MASS J01102354+0206504,EPIC 220275625.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h10m23.54s,17.598068,+02d06m50.5s,2.114016,3.44795000,2457394.898300,0.071500,0.0730000,,,12.100000,0.02680,0.970,,,,,,,,,,0.33,,14.720,17.130,15.452,,16.443,14.901,13.982,,12.248,11.644,11.455,11.297,11.225,11.272,8.604,1.678,0.604,0.189,0.793
2328,EPIC 220280237,2MASS J01311624+0212423,EPIC 220280237.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h31m16.25s,22.817705,+02d12m42.3s,2.211748,,2457454.144430,1.408000,0.1820000,,,,0.27400,36.000,,,,,,,,,,1.21,,13.580,14.566,13.575,,14.077,13.302,13.367,,11.973,11.523,11.391,11.316,11.352,11.276,8.582,0.991,0.450,0.132,0.582
2329,EPIC 220282718,2MASS J00490407+0215596,EPIC 220282718.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,00h49m04.07s,12.266966,+02d15m59.7s,2.266591,0.55516060,2457392.475770,0.110000,0.0443000,,,1.820000,0.06300,11.400,,,,,,,,,,1.66,,13.287,14.244,13.369,,13.845,13.172,13.048,,12.142,11.810,11.742,11.713,11.754,11.224,8.008,0.875,0.332,0.068,0.400
2330,EPIC 220287611,2MASS J01100968+0222217,EPIC 220287611.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,8,1,01h10m09.68s,17.540329,+02d22m21.7s,2.372701,6.26242000,2457397.883500,0.062800,0.0930000,,,19.300000,0.02440,2.030,,,,,,,,,,0.76,,14.713,16.504,15.048,,15.912,14.472,14.200,,12.534,11.869,11.720,11.644,11.673,11.756,8.703,1.456,0.665,0.149,0.814
